;species;Gap_analysis
785;Metridia lucens lucens;FALSE
786;Metroperiella lepralioides;FALSE
787;Metroperiella porellidesia;FALSE
788;Microcassiope minor;FALSE
789;Microcosmus exasperatus;TRUE
790;Microdeutopus algicola;FALSE
791;Microdeutopus anomalus;TRUE
792;Microdeutopus obtusatus;FALSE
793;Microdeutopus versiculatus;FALSE
794;Microprotopus maculatus;TRUE
795;Mimachlamys varia;TRUE
796;Miracia efferata;TRUE
797;Mitromorpha azorensis;FALSE
798;Mitromorpha crenipicta;FALSE
799;Modiolus adriaticus;FALSE
800;Moerella donacina;TRUE
801;Molgula azorensis;FALSE
802;Monocorophium sextonae;TRUE
803;Monophorus erythrosoma;FALSE
804;Monophorus perversus;FALSE
805;Monophorus thiriotae;FALSE
806;Munida intermedia;TRUE
807;Munida sanctipauli;TRUE
808;Munidopsis serricornis;FALSE
809;Muriceides paucituberculata;FALSE
810;Muricopsis cristata;TRUE
811;Mycale (Aegogropila) contarenii;FALSE
812;Mycale (Aegogropila) rotalis;FALSE
813;Mycale (Aegogropila) tunicata;FALSE
814;Mycale (Carmia) subclavata;FALSE
815;Mycale (Mycale) massa;FALSE
816;Mycobates tricostatus;FALSE
817;Myosotella myosotis;TRUE
818;Myrmecopora (Xenusa) simillima;FALSE
819;Myrtea spinifera;TRUE
820;Mytilus galloprovincialis;TRUE
821;Myxicola infundibulum;FALSE
822;Myxilla (Myxilla) macrosigma;FALSE
823;Myxilla (Myxilla) prouhoi;FALSE
824;Myxilla (Myxilla) rosacea;FALSE
825;Nais elinguis;TRUE
826;Nannocalanus minor;TRUE
827;Nanocassiope melanodactylus;FALSE
828;Narella versluysi;TRUE
829;Natica prietoi;FALSE
830;Nausithoe punctata;FALSE
831;Nectactis singularis;FALSE
832;Nectopyramis thetis;FALSE
833;Nematobothrium latum;FALSE
834;Nematopagurus longicornis;TRUE
835;Nemertesia antennina;TRUE
836;Nemertesia inverta;FALSE
837;Nemertesia norvegica;FALSE
838;Nemertesia ramosa;TRUE
839;Neobisium maritimum;FALSE
840;Neocalanus gracilis;TRUE
841;Neocyamus physeteris;FALSE
842;Neognathophausia ingens;TRUE
843;Neolepton cancellatum;FALSE
844;Neolepton sulcatulum;FALSE
845;Neolithodes grimaldii;TRUE
846;Neopycnodonte cochlear;TRUE
847;Nereis pelagica;TRUE
848;Nicella granifera;FALSE
849;Nodipecten nodosus;FALSE
850;Nothrus anauniensis;TRUE
851;Notoplites saojorgensis;FALSE
852;Notostomus elegans;TRUE
853;Nototeredo norvagica;TRUE
854;Novocrania anomala;FALSE
855;Obelia bidentata;TRUE
856;Obelia dichotoma;TRUE
857;Obelia geniculata;TRUE
858;Obtusella roseotincta;FALSE
859;Oceania armata;TRUE
860;Ocenebra chavesi;FALSE
861;Ocenebra erinaceus;TRUE
862;Ochetostoma azoricum;FALSE
863;Ocinebrina aciculata;TRUE
864;Octopoteuthis sicula;TRUE
865;Octopus salutii;TRUE
866;Octopus vulgaris;TRUE
867;Ocythoe tuberculata;TRUE
868;Odostomella doliolum;FALSE
869;Odostomia acuta;FALSE
870;Odostomia bernardi;FALSE
871;Odostomia duureni;FALSE
872;Odostomia fehrae;FALSE
873;Odostomia kuiperi;FALSE
874;Odostomia lukisii;FALSE
875;Odostomia megerlei;FALSE
876;Odostomia striolata;FALSE
877;Odostomia suboblonga;FALSE
878;Odostomia turriculata;FALSE
879;Odostomia turrita;FALSE
880;Odostomia unidentata;FALSE
881;Okenia picoensis;TRUE
882;Omalogyra antarctica;FALSE
883;Omalogyra simplex;FALSE
884;Omalogyra undosa;FALSE
885;Ommastrephes bartramii;TRUE
886;Onchidella celtica;TRUE
887;Ondina diaphana;FALSE
888;Onoba moreleti;FALSE
889;Onuphis eremita;TRUE
890;Onychocella angulosa;FALSE
891;Onychoteuthis banksii;TRUE
892;Onykia robsoni;TRUE
893;Opalia crenata;FALSE
894;Ophiacantha bidentata;TRUE
895;Ophiactis virens;FALSE
896;Ophidiaster ophidianus;FALSE
897;Ophiocomina nigra;TRUE
898;Ophioconis forbesi;FALSE
899;Ophiocten affinis;TRUE
900;Ophiopsila aranea;FALSE
901;Ophiothrix fragilis;TRUE
902;Ophiothrix luetkeni;FALSE
903;Ophiura albida;TRUE
904;Oplophorus spinosus;TRUE
905;Oppiella nova;TRUE
906;Orania fusulus;FALSE
907;Orchestia gammarellus;TRUE
908;Orchestia mediterranea;TRUE
909;Oribatula tibialis;TRUE
910;Orthopyxis integra;TRUE
911;Oscarella lobularis;TRUE
912;Ovatella vulcani;TRUE
913;Pachygrapsus marmoratus;TRUE
914;Pachygrapsus maurus;FALSE
915;Pachymerium ferrugineum;TRUE
916;Pagurus bernhardus;TRUE
917;Pagurus cuanensis;TRUE
918;Pagurus prideaux;TRUE
919;Palaemon elegans;TRUE
920;Palaemon serratus;TRUE
921;Palicus caronii;TRUE
922;Palinurus elephas;TRUE
923;Palliolum incomparabile;FALSE
924;Paludinella globularis;FALSE
925;Pandea conica;FALSE
926;Papillicardium papillosum;FALSE
927;Paracalyptrophora josephinae;FALSE
928;Paracentrotus lividus;TRUE
929;Paractaea monodi;FALSE
930;Paractaea rufopunctata;TRUE
931;Paracyathus pulchellus;FALSE
932;Paraeuchaeta hebes;TRUE
933;Paragnathia formica;FALSE
934;Paragorgia arborea;TRUE
935;Paragorgia johnsoni;TRUE
936;Paramuricea biscaya;TRUE
937;Paramuricea candida;FALSE
938;Paranthura costana;FALSE
939;Paranthura nigropunctata;FALSE
940;Parapagurus pilosimanus;FALSE
941;Parapasiphae sulcatifrons;TRUE
942;Parasergestes vigilax;TRUE
943;Paratanais martinsi;FALSE
944;Paratimea constellata;TRUE
945;Paraxanthias eriphioides;FALSE
946;Paromola cuvieri;FALSE
947;Parvicardium exiguum;TRUE
948;Parvicardium vroomi;FALSE
949;Parvioris ibizenca;FALSE
950;Parviturbo azoricus;FALSE
951;Patella aspera;TRUE
952;Patella caerulea;TRUE
953;Patella candei;TRUE
954;Patella ulyssiponensis;TRUE
955;Pawsonia saxicola;FALSE
956;Pecten maximus;TRUE
957;Pedicularia decussata;FALSE
958;Pedicularia sicula;FALSE
959;Pedipes pedipes;TRUE
960;Pelagia noctiluca;TRUE
961;Peltaster placenta;FALSE
962;Peltodoris atromaculata;TRUE
963;Pennaria disticha;FALSE
964;Pennatula aculeata;TRUE
965;Percnon planissimum;FALSE
966;Periclimenes sagittifer;TRUE
967;Periclimenes scriptus;FALSE
968;Periclimenes wirtzi;FALSE
969;Perinereis cultrifera;TRUE
970;Perinereis oliveirae;FALSE
971;Perinereis taorica;FALSE
972;Perioculodes longimanus;FALSE
973;Petromica (Petromica) grimaldii;FALSE
974;Petrosia (Petrosia) ficiformis;FALSE
975;Phascolosoma (Phascolosoma) stephensoni;FALSE
976;Phidiana lynceus;TRUE
977;Philine intricata;FALSE
978;Philippia hybrida;FALSE
979;Philocheras bispinosus;TRUE
980;Philocheras fasciatus;FALSE
981;Philocheras trispinosus;TRUE
982;Phorbas fictitius;TRUE
983;Phorbas plumosus;TRUE
984;Phorbas tenacior;FALSE
985;Phoronis hippocrepia;TRUE
986;Phoronis psammophila;TRUE
987;Phoronopsis harmeri;TRUE
988;Phronima sedentaria;TRUE
989;Phtisica marina;TRUE
990;Physalia physalis;TRUE
991;Physetocaris microphthalma;FALSE
992;Physophora hydrostatica;TRUE
993;Phytosus (Actosus) schatzmayri;FALSE
994;Pilumnus hirtellus;TRUE
995;Pilumnus inermis;TRUE
996;Pilumnus spinifer;TRUE
997;Pilumnus villosissimus;TRUE
998;Pinnotheres pisum;TRUE
999;Pione vastifica;TRUE
1000;Pirimela denticulata;FALSE
1001;Pisa armata;TRUE
1002;Pisinna glabrata;TRUE
1003;Pisione remota;TRUE
1004;Pitar rudis;TRUE
1005;Placida cremoniana;TRUE
1006;Placida verticilata;TRUE
1007;Placogorgia terceira;FALSE
1008;Plagusia depressa;TRUE
1009;Planes minutus;FALSE
1010;Planktomya nilae;FALSE
1011;Planktomya prima;FALSE
1012;Platorchestia monodi;TRUE
1013;Platorchestia platensis;TRUE
1014;Platydoris argo;FALSE
1015;Platynereis dumerilii;TRUE
1016;Platysquilloides lillyae;FALSE
1017;Plesionika edwardsii;TRUE
1018;Plesionika martia;TRUE
1019;Plesionika narval;TRUE
1020;Pleurocorallium johnsoni;FALSE
1021;Pleuromamma abdominalis;TRUE
1022;Pleuromamma borealis;TRUE
1023;Pleuromamma gracilis;TRUE
1024;Pleuromamma piseki;TRUE
1025;Pleuromamma robusta;FALSE
1026;Pleuromamma xiphias;TRUE
1027;Plicatotheca anitae;FALSE
1028;Plinthaster dentatus;FALSE
1029;Pliobothrus symmetricus;FALSE
1030;Plumularia setacea;TRUE
1031;Pneumodermopsis canephora;FALSE
1032;Pneumodermopsis ciliata;FALSE
1033;Podocerus chelonophilus;FALSE
1034;Podocerus variegatus;FALSE
1035;Pododesmus patelliformis;FALSE
1036;Poecilasma aurantia;FALSE
1037;Polinices lacteus;FALSE
1038;Polititapes aureus;TRUE
1039;Polybius henslowii;TRUE
1040;Polycarpa scuba;FALSE
1041;Polycarpa tenera;TRUE
1042;Polycera elegans;FALSE
1043;Polycera quadrilineata;TRUE
1044;Polycheles typhlops;TRUE
1045;Polymastia penicillus;TRUE
1046;Polyophthalmus pictus;FALSE
1047;Polyplumaria flabellata;FALSE
1048;Polysyncraton asterix;FALSE
1049;Pontellina plumata;TRUE
1050;Pontogenia chrysocoma;FALSE
1051;Pontonia pinnophylax;FALSE
1052;Portumnus latipes;FALSE
1053;Priapocephalus grandis;FALSE
1054;Procambarus clarkii;TRUE
1055;Processa edulis;TRUE
1056;Processa parva;FALSE
1057;Prosuberites longispinus;FALSE
1058;Protatlanta souleyeti;TRUE
1059;Protoholozoa pigra;FALSE
1060;Protohyale (Protohyale) grimaldii;FALSE
1061;Protohyale (Protohyale) schmidtii;FALSE
1062;Protosuberites ferrerhernandezi;FALSE
1063;Psammechinus microtuberculatus;FALSE
1064;Psammechinus miliaris;TRUE
1065;Pseudarchaster parelii;TRUE
1066;Pseudoanthomastus agaricus;FALSE
1067;Pseudocalanus elongatus;TRUE
1068;Pseudochama gryphina;FALSE
1069;Pseudocycnus appendiculatus;FALSE
1070;Pseudomelampus exiguus;TRUE
1071;Pseudotorinia architae;FALSE
1072;Pteria hirundo;TRUE
1073;Puellina macaronensis;FALSE
1074;Pupa tessellata;FALSE
1075;Pusia ebenus;TRUE
1076;Pusillina inconspicua;TRUE
1077;Pyrosoma atlanticum;FALSE
1078;Pyrunculus hoernesi;FALSE
1079;Quadrimaera inaequipes;TRUE
1080;Quadroppia quadricarinata;TRUE
1081;Radicipes gracilis;TRUE
1082;Ranella olearium;TRUE
1083;Raphitoma purpurea;TRUE
1084;Raspaciona aculeata;TRUE
1085;Regioscalpellum regium;FALSE
1086;Reptadeonella violacea;FALSE
1087;Reteporella mediterranea;FALSE
1088;Retusa mariei;FALSE
1089;Retusa robagliana;FALSE
1090;Retusa truncatula;FALSE
1091;Rhincalanus cornutus;TRUE
1092;Rhomboidella prideauxi;FALSE
1093;Rhopalonema velatum;TRUE
1094;Rhynchothorax anophtalmus;FALSE
1095;Rhynchothorax monnioti;FALSE
1096;Rhyssoplax canariensis;FALSE
1097;Rissoa guernei;TRUE
1098;Rissoa similis;FALSE
1099;Rissoella alexandrae;FALSE
1100;Rissoella diaphana;FALSE
1101;Rissoella ermelindoi;FALSE
1102;Rissoella globularis;FALSE
1103;Rissoella netoae;FALSE
1104;Ritterella glareosa;FALSE
1105;Rostanga rubra;FALSE
1106;Runcina adriatica;TRUE
1107;Runcina coronata;TRUE
1108;Runcina hidalgoensis;FALSE
1109;Sabella pavonina;TRUE
1110;Sarcodictyon catenatum;FALSE
1111;Sarcotragus fasciculatus;TRUE
1112;Sarcotragus spinosulus;TRUE
1113;Sarsia tubulosa;TRUE
1114;Savalia savaglia;TRUE
1115;Scaeurgus unicirrhus;TRUE
1116;Scalarispongia scalaris;FALSE
1117;Sceptrella insignis;FALSE
1118;Scheloribates laevigatus;FALSE
1119;Schizomavella (Schizomavella) cornuta;FALSE
1120;Schizophytum echinatum;FALSE
1121;Schizoporella cucullata;FALSE
1122;Schizoporella dunkeri;TRUE
1123;Schizotheca carmenae;FALSE
1124;Scissurella azorensis;FALSE
1125;Scolecithrix danae;TRUE
1126;Scoloplos armiger;TRUE
1127;Scrupocellaria scrupea;FALSE
1128;Scyllaea pelagica;TRUE
1129;Scyllarides latus;TRUE
1130;Scyllarus arctus;TRUE
1131;Scyllarus pygmaeus;TRUE
1132;Scyramathia carpenteri;FALSE
1133;Seba saundersii;FALSE
1134;Semicassis granulata;FALSE
1135;Semicassis undulata;FALSE
1136;Serejohyale spinidactylus;FALSE
1137;Sergestes atlanticus;TRUE
1138;Sertularella ellisii;FALSE
1139;Sertularella fusiformis;FALSE
1140;Sertularella gayi;FALSE
1141;Sertularella mediterranea;FALSE
1142;Sertularella pinnata;FALSE
1143;Sertularella polyzonias;FALSE
1144;Setia subvaricosa;TRUE
1145;Setia turriculata;TRUE
1146;Sibogita geometrica;FALSE
1147;Silhouetta uvacarpa;FALSE
1148;Similiphora similior;FALSE
1149;Sinezona cingulata;FALSE
1150;Skeneopsis planorbis;TRUE
1151;Smilium acutum;FALSE
1152;Solecurtus scopula;FALSE
1153;Solemya togata;FALSE
1154;Solenocera membranacea;TRUE
1155;Solenosmilia variabilis;TRUE
1156;Solmaris corona;FALSE
1157;Spatangus purpureus;TRUE
1158;Spatangus raschi;TRUE
1159;Sphaerechinus granularis;TRUE
1160;Sphenotrochus (Sphenotrochus) andrewianus;FALSE
1161;Spio armata;FALSE
1162;Spirula spirula;TRUE
1163;Spondylus gaederopus;TRUE
1164;Spondylus senegalensis;FALSE
1165;Spongia (Spongia) virgultosa;FALSE
1166;Spongionella pulchella;FALSE
1167;Stegolaria geniculata;FALSE
1168;Stelletta hispida;FALSE
1169;Stenocyathus vermiformis;TRUE
1170;Stenopus spinosus;TRUE
1171;Stenothoe dollfusi;FALSE
1172;Stenothoe marina;TRUE
1173;Stenothoe monoculoides;TRUE
1174;Stenothoe tergestina;FALSE
1175;Stephanocyathus (Odontocyathus) nobilis;FALSE
1176;Stephanocyathus (Stephanocyathus) diadema;FALSE
1177;Stichopathes gracilis;FALSE
1178;Stichopathes gravieri;FALSE
1179;Stramonita haemastoma;TRUE
1180;Streptocaulus corneliusi;FALSE
1181;Streptocaulus pectiniferus;FALSE
1182;Striarca lactea;TRUE
1183;Styliola subula;TRUE
1184;Suberites carnosus;FALSE
1185;Suberites syringella;FALSE
1186;Subeucalanus crassus;TRUE
1187;Sunamphitoe pelagica;FALSE
1188;Swiftia dubia;FALSE
1189;Sycon ciliatum;TRUE
1190;Sycozoa melopepona;FALSE
1191;Symphylella vulgaris;FALSE
1192;Symplectoscyphus filiformis;FALSE
1193;Synoicum incrustatum;FALSE
1194;Systellaspis debilis;TRUE
1195;Talitrus saltator;TRUE
1196;Talochlamys multistriata;TRUE
1197;Talochlamys pusio;FALSE
1198;Tamarisca tamarisca;FALSE
1199;Tambja ceutae;FALSE
1200;Tanacetipathes squamosa;FALSE
1201;Tanais dulongii;TRUE
1202;Tanais Grimaldii;FALSE
1203;Tanystylum orbiculare;TRUE
1204;Taringa tritorquis;FALSE
1205;Tectarius striatus;TRUE
1206;Tectonatica rizzae;FALSE
1207;Tectura virginea;TRUE
1208;Tedania (Tedania) anhelans;FALSE
1209;Tellimya ferruginosa;TRUE
1210;Telmatactis cricoides;FALSE
1211;Telmatactis forskalii;FALSE
1212;Temora longicornis;TRUE
1213;Temora stylifera;TRUE
1214;Teredora malleolus;FALSE
1215;Teretia teres;TRUE
1216;Terpios fugax;FALSE
1217;Tesseropora atlantica;FALSE
1218;Tethya aurantium;TRUE
1219;Thetystrombus coronatus;FALSE
1220;Thouarella (Euthouarella) hilgendorfi;FALSE
1221;Thracia phaseolina;TRUE
1222;Thuridilla mazda;TRUE
1223;Thylaeodus rugulosus;FALSE
1224;Thymosia guernei;FALSE
1225;Timea unistellata;TRUE
1226;Timoclea ovata;TRUE
1227;Todarodes sagittatus;TRUE
1228;Tomopteris nationalis;FALSE
1229;Tonna galea;TRUE
1230;Topsentia glabra;FALSE
1231;Tornus subcarinatus;FALSE
1232;Tremoctopus violaceus;TRUE
1233;Tricolia pullus;TRUE
1234;Trinchesia caerulea;TRUE
1235;Trinchesia foliata;FALSE
1236;Tritaeta gibbosa;FALSE
1237;Tritia corniculum;TRUE
1238;Tritia cuvierii;TRUE
1239;Tritia incrassata;TRUE
1240;Trivia candidula;FALSE
1241;Trivia mediterranea;FALSE
1242;Trophonopsis barvicensis;TRUE
1243;Trophonopsis muricata;TRUE
1244;Troschelia berniciensis;FALSE
1245;Tubifex tubifex;TRUE
1246;Turbonilla lactea;FALSE
1247;Tylexocladus joubini;FALSE
1248;Tylodina perversa;TRUE
1249;Ulosa digitata;TRUE
1250;Undeuchaeta major;TRUE
1251;Undeuchaeta plumosa;FALSE
1252;Undinula vulgaris;TRUE
1253;Velella velella;FALSE
1254;Venus casina;TRUE
1255;Venus nux;FALSE
1256;Venus verrucosa;TRUE
1257;Vermetus triquetrus;TRUE
1258;Verruca gibbosa;FALSE
1259;Verruca stroemia;TRUE
1260;Villogorgia bebrycoides;FALSE
1261;Viminella flagellum;FALSE
1262;Vitreolina curva;FALSE
1263;Vitreolina incurva;FALSE
1264;Vitreolina philippi;FALSE
1265;Volvarina oceanica;FALSE
1266;Watersipora cucullata;FALSE
1267;Weinkauffia macandrewii;TRUE
1268;Williamia gussoni;FALSE
1269;Xaiva biguttata;FALSE
1270;Xantho hydrophilus;TRUE
1271;Xantho pilipes;TRUE
1272;Xantho sexdentatus;TRUE
1273;Xanthodaphne dalmasi;FALSE
1274;Xenobalanus globicipitis;TRUE
1275;Xylophaga dorsalis;FALSE
1276;Zanclea costata;FALSE
1277;Zebina vitrea;FALSE
1278;Zullobalanus santamariaensis;FALSE
1279;Zygophylax biarmata;FALSE
1280;Zygophylax geniculata;FALSE
;;559
