;species;Gap_analysis
798;Pagurus anachoretus;FALSE
799;Pagurus cuanensis;FALSE
800;Palaemon elegans;TRUE
801;Palicus caronii;FALSE
802;Palinurus elephas;TRUE
803;Palliolum incomparabile;TRUE
804;Palpophria aestheta;FALSE
805;Paludinella globularis;FALSE
806;Palythoa canariensis;FALSE
807;Palythoa caribaeorum;TRUE
808;Palythoa grandiflora;TRUE
809;Panderevela dacilae;FALSE
810;Pandora pinna;TRUE
811;Panulirus argus;TRUE
812;Panulirus echinatus;FALSE
813;Papillicardium papillosum;FALSE
814;Papuliscala tavianii;FALSE
815;Paracentrotus lividus;TRUE
816;Paracyathus pulchellus;FALSE
817;Paradinurus manteri;FALSE
818;Paradoris ceneris;FALSE
819;Paradoris mollis;FALSE
820;Paragalene longicrura;FALSE
821;Paramuricea grayi;FALSE
822;Parantipathes hirondelle;TRUE
823;Paravireia holdichi;FALSE
824;Parazoanthus axinellae;TRUE
825;Paromola cuvieri;FALSE
826;Parthenina clathrata;FALSE
827;Parvamussium fenestratum;FALSE
828;Parvamussium propinquum;FALSE
829;Parvicardium exiguum;TRUE
830;Parvicardium scriptum;FALSE
831;Parvicardium vroomi;FALSE
832;Parvioris ibizenca;FALSE
833;Parviturbo rolani;FALSE
834;Patella aspera;FALSE
835;Patella caerulea;TRUE
836;Patella candei;FALSE
837;Patella depressa;FALSE
838;Patella piperata;FALSE
839;Patella rustica;TRUE
840;Patella ulyssiponensis;FALSE
841;Pecten keppelianus;FALSE
842;Pecten maximus;TRUE
843;Pedicularia sicula;FALSE
844;Pedipes pedipes;TRUE
845;Pelagia noctiluca;TRUE
846;Peltodoris atromaculata;TRUE
847;Penaeus duorarum;TRUE
848;Peponocyathus folliculus;FALSE
849;Peracle bispinosa;FALSE
850;Peracle reticulata;TRUE
851;Perna perna;TRUE
852;Peronidia albicans;FALSE
853;Persicula cornea;FALSE
854;Petaloconchus glomeratus;FALSE
855;Petrosia (Petrosia) canariensis;FALSE
856;Petrosia (Petrosia) ficiformis;FALSE
857;Petrosia (Strongylophora) vansoesti;FALSE
858;Pheronema carpenteri;FALSE
859;Philine angulata;FALSE
860;Philine intricata;FALSE
861;Philippia hybrida;FALSE
862;Phorcus atratus;FALSE
863;Phorcus sauciatus;FALSE
864;Phorcus turbinatus;FALSE
865;Physalia physalis;FALSE
866;Pilumnus inermis;FALSE
867;Pinnotheres pisum;FALSE
868;Pisinna glabrata;FALSE
869;Pisione guanche;TRUE
870;Placida verticilata;FALSE
871;Placogorgia coronata;FALSE
872;Plagusia depressa;FALSE
873;Planes minutus;FALSE
874;Planktomya nilae;FALSE
875;Planktomya vanderlindeni;FALSE
876;Platycuma hessleri;FALSE
877;Platycuma sandersi;FALSE
878;Platypodiella picta;FALSE
879;Plesionika narval;FALSE
880;Pleurobranchus membranaceus;TRUE
881;Pleurocryptella formosa;FALSE
882;Pleurotomella gibbera;FALSE
883;Plocamopherus maderae;FALSE
884;Plutonaster bifrons;FALSE
885;Polinices lacteus;FALSE
886;Polititapes aureus;FALSE
887;Polititapes rhomboides;TRUE
888;Porcellana platycheles;TRUE
889;Pourtalosmilia anthophyllites;TRUE
890;Pristigloma alba;TRUE
891;Pristigloma minima;FALSE
892;Procampylaspis armata;FALSE
893;Procampylaspis lutensis;FALSE
894;Procampylaspis ommidion;FALSE
895;Propeamussium lucidum;FALSE
896;Proschizorhynchus martinezi;FALSE
897;Protatlanta sculpta;FALSE
898;Protatlanta souleyeti;FALSE
899;Protocuspidaria verityi;FALSE
900;Protohyale (Protohyale) schmidtii;FALSE
901;Prunum montseae;FALSE
902;Prunum pacotalaverai;FALSE
903;Pseudaegina rhodina;FALSE
904;Pseudochama cristella;FALSE
905;Pseudochama gryphina;FALSE
906;Pseudocorynactis caribbeorum;FALSE
907;Pseudomalaxis zanclaeus;FALSE
908;Pseudomelampus exiguus;TRUE
909;Pseudoniphargus fontinalis;FALSE
910;Pseudorbis granulum;FALSE
911;Pseudorbis jameoensis;FALSE
912;Pseudoschizorhynchoides timoshkini;FALSE
913;Pseudoscilla bilirata;FALSE
914;Psilaxis krebsii;FALSE
915;Puellina macaronensis;FALSE
916;Pusia zebrina;FALSE
917;Pusillina inconspicua;FALSE
918;Pyrgolidium internodulum;FALSE
919;Pyroteuthis margaritifera;TRUE
920;Pyrunculus hoernesi;FALSE
921;Quijote cervantesi;FALSE
922;Ranella olearium;FALSE
923;Raphitoma pseudohystrix;FALSE
924;Raphitoma purpurea;FALSE
925;Retusa leptoeneilema;FALSE
926;Retusa mammillata;FALSE
927;Retusa mariei;FALSE
928;Retusa robagliana;FALSE
929;Retusa tenerifensis;FALSE
930;Retusa tornata;FALSE
931;Retusa truncatula;FALSE
932;Rhomboidella canariensis;FALSE
933;Rhomboidella prideauxi;FALSE
934;Rhynchonereella fulgens;FALSE
935;Rhyssoplax canariensis;FALSE
936;Rhyssoplax jugosa;FALSE
937;Ringicula conformis;FALSE
938;Ringicula gianninii;FALSE
939;Rissoa albugo;FALSE
940;Rissoa gomerica;FALSE
941;Rissoa lia;FALSE
942;Rissoa lilacina;FALSE
943;Rissoa mirabilis;FALSE
944;Rissoa multicostata;FALSE
945;Rissoa pseudoguerini;FALSE
946;Rissoa violacea;FALSE
947;Rissoella contrerasi;FALSE
948;Rissoella diaphana;FALSE
949;Rissoella globularis;FALSE
950;Robertianella synophthalma;FALSE
951;Ruditapes decussatus;TRUE
952;Ruditapes philippinarum;TRUE
953;Rullierinereis ancornunezi;FALSE
954;Saccostrea cuccullata;TRUE
955;Sagartia troglodytes;TRUE
956;Sarcotragus foetidus;FALSE
957;Sarcotragus spinosulus;TRUE
958;Savalia savaglia;TRUE
959;Saxicavella jeffreysi;FALSE
960;Scacchia oblonga;FALSE
961;Scaphander punctostriatus;TRUE
962;Schendyla peyerimhoffi;FALSE
963;Schizochilus lanzarotensis;FALSE
964;Schizopathes affinis;TRUE
965;Scopalatum gibbera;FALSE
966;Scrobicularia plana;TRUE
967;Scutellastra longicosta;FALSE
968;Scyllarides latus;TRUE
969;Scyllarus arctus;TRUE
970;Semicassis undulata;FALSE
971;Sepia bertheloti;FALSE
972;Sepia officinalis;TRUE
973;Sepia orbignyana;FALSE
974;Sepia smithi;FALSE
975;Serejohyale spinidactylus;FALSE
976;Setia fusca;FALSE
977;Setia jansseni;FALSE
978;Setia miae;FALSE
979;Setia turriculata;FALSE
980;Siderastrea radians;TRUE
981;Similipecten similis;FALSE
982;Similiphora similior;FALSE
983;Sinezona cingulata;FALSE
984;Sinezona semicostata;FALSE
985;Siphonaria pectinata;TRUE
986;Siphonodictyon insidiosum;FALSE
987;Skenea nilarum;FALSE
988;Skeneopsis planorbis;FALSE
989;Skeneopsis sultanarum;FALSE
990;Smaragdia viridis;TRUE
991;Solatisonax alleryi;FALSE
992;Solatisonax dollfusi;FALSE
993;Solecurtus scopula;FALSE
994;Spadella duverti;FALSE
995;Speleobregma lanzaroteum;TRUE
996;Speleocuma guanche;FALSE
997;Speleophriopsis canariensis;FALSE
998;Sphaerechinus granularis;TRUE
999;Sphaerochthonius splendidus;FALSE
1000;Spiraserpula massiliensis;FALSE
1001;Spirobranchus polytrema;FALSE
1002;Spirula spirula;TRUE
1003;Spisula elliptica;TRUE
1004;Spisula solida;TRUE
1005;Spisula subtruncata;TRUE
1006;Spondylus gaederopus;TRUE
1007;Spondylus gussonii;FALSE
1008;Spondylus senegalensis;FALSE
1009;Spongia (Spongia) lacinulosiformis;FALSE
1010;Spongia (Spongia) nitens;FALSE
1011;Spongia (Spongia) officinalis;FALSE
1012;Sportella recondita;FALSE
1013;Stenocyathus vermiformis;FALSE
1014;Stenopus spinosus;FALSE
1015;Stenorhynchus lanceolatus;FALSE
1016;Stenorhynchus seticornis;FALSE
1017;Stenorhynchus yangi;FALSE
1018;Stenosarina davidsoni;FALSE
1019;Steringophorus blackeri;FALSE
1020;Steromphala divaricata;FALSE
1021;Sthenoteuthis pteropus;FALSE
1022;Sticteulima jeffreysiana;FALSE
1023;Sticteulima richteri;FALSE
1024;Sticteulima wareni;FALSE
1025;Stramonita haemastoma;FALSE
1026;Streptosyllis nunezi;FALSE
1027;Striarca lactea;TRUE
1028;Strobiligera brychia;FALSE
1029;Styliola subula;TRUE
1030;Swainsonia fusca;FALSE
1031;Swainsonia ocellata;FALSE
1032;Syrnola vanhareni;FALSE
1033;Systellaspis pellucida;TRUE
1034;Talochlamys multistriata;TRUE
1035;Talochlamys pusio;TRUE
1036;Tanacetipathes wirtzi;FALSE
1037;Tayuva lilacina;FALSE
1038;Tectarius isletaensis;FALSE
1039;Tectarius striatus;TRUE
1040;Tectura virginea;TRUE
1041;Tedania (Tedania) anhelans;FALSE
1042;Tegula gallina;FALSE
1043;Tellimya ferruginosa;TRUE
1044;Telmatactis cricoides;FALSE
1045;Telmatactis forskalii;FALSE
1046;Telmatactis solidago;FALSE
1047;Telodiacria danae;FALSE
1048;Telodiacria quadridentata;FALSE
1049;Terebra corrugata;FALSE
1050;Terebratulina retusa;TRUE
1051;Teredo navalis;TRUE
1052;Teredora malleolus;TRUE
1053;Tethya irregularis;FALSE
1054;Thalamophyllia gasti;FALSE
1055;Thenea wyvillei;FALSE
1056;Theonella atlantica;FALSE
1057;Thracia pubescens;TRUE
1058;Thyasira flexuosa;TRUE
1059;Thylacodes arenarius;FALSE
1060;Thylaeodus rugulosus;FALSE
1061;Tjaernoeia unisulcata;FALSE
1062;Tonna pennata;FALSE
1063;Trabecula jeffreysiana;FALSE
1064;Trapania bajamarensis;FALSE
1065;Tricolia entomocheila;FALSE
1066;Tricolia nordsiecki;FALSE
1067;Tricolia pullus;TRUE
1068;Tricolia tingitana;FALSE
1069;Trimusculus mammillaris;FALSE
1070;Tritia conspersa;FALSE
1071;Tritia corniculum;FALSE
1072;Tritia cuvierii;FALSE
1073;Tritia denticulata;FALSE
1074;Tritia incrassata;FALSE
1075;Tritia pfeifferi;FALSE
1076;Tritia reticulata;TRUE
1077;Trivia arctica;FALSE
1078;Trivia candidula;FALSE
1079;Trivia mediterranea;FALSE
1080;Trivia monacha;FALSE
1081;Trona stercoraria;FALSE
1082;Truncatella subcylindrica;FALSE
1083;Turbonilla lactea;FALSE
1084;Turritella bicingulata;FALSE
1085;Turritella torulosa;FALSE
1086;Turritella turbona;FALSE
1087;Turritellinella tricarinata;FALSE
1088;Tylodina perversa;TRUE
1089;Typhlopolycystis pluvialiae;FALSE
1090;Umbraculum umbraculum;TRUE
1091;Ungulina rubra;FALSE
1092;Vannuccia campana;TRUE
1093;Velella velella;TRUE
1094;Venerupis corrugata;TRUE
1095;Venus casina;FALSE
1096;Venus nux;FALSE
1097;Venus verrucosa;TRUE
1098;Vexillum luculentum;FALSE
1099;Vitreolina cionella;FALSE
1100;Vitreolina incurva;FALSE
1101;Vitreolina philippi;FALSE
1102;Volvarina artilesi;FALSE
1103;Volvarina enrici;FALSE
1104;Volvarina exilis;FALSE
1105;Volvarina fanabeensis;FALSE
1106;Volvarina jordani;FALSE
1107;Volvarina lorenzoi;FALSE
1108;Volvarina luzmarina;FALSE
1109;Volvarina oteroi;FALSE
1110;Volvarina yaeli;FALSE
1111;Weinkauffia macandrewii;TRUE
1112;Williamia gussoni;FALSE
1113;Xantho hydrophilus;FALSE
1114;Xantho poressa;TRUE
1115;Xantho sexdentatus;FALSE
1116;Xestospongia plana;FALSE
1117;Yoldiella insculpta;FALSE
1118;Yoldiella jeffreysi;FALSE
1119;Yoldiella lenticula;FALSE
1120;Yoldiella lucida;FALSE
1121;Yoldiella philippiana;FALSE
1122;Yoldiella veletta;FALSE
1123;Zebina paivensis;FALSE
1124;Zonaria pyrum;FALSE
;;235
